РК;Аптека;Код АП;Товар;Штрих;Серия;срок годности;Номер;Дата;Дата ввода КИЗа;Статус;SGTIN;Код ошибки;Ошибка;Схема;Номер поставщика;Дата поставщика;Поставщик;Ошибка КИЗа;Задвоение;Интернет-заказ;Продажа;GSPO;Комментарий ГСПО;Уникальный код;MD аптеки;MD поставщика;Start;PUT;VER;Size;ГИС МТ
" Ростов_ООО ""Будь здоров!"" "; рндАпт 102 ; 98872 ; Уголь активированный таб. 250мг №50 ; 2001027067760 ; 4560624 ;30.06.2026; 82102/ПН-00023380 ;10.10.2024;10.10.2024; HOLD ; 04601669005670Dz8hafsdx3HEA ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314383805-001 ;01.10.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/42146480 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; D4847815-53F4-40C8-B13B-C44DAEE14000 ; 00000000135344 ; 00000000000504 ; 2024-10-11 05:29:48.430 ; 82A-0102SRV.apt.rigla.ru,8703 -d Rigla_82102 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 102 ; 32785 ; Арбидол таб.п/о плен. 50мг №20 ; 2001027067784 ; 001122023 ;30.11.2026; 82102/ПН-00023381 ;10.10.2024;10.10.2024; HOLD ; 04650277060304VGtg4tJ7lWdyF ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314436343-001 ;01.10.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/42173350 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 14190276-0415-44CF-91AE-94504BF7E4E3 ; 00000000135344 ; 00000000000504 ; 2024-10-11 05:29:48.027 ; 82A-0102SRV.apt.rigla.ru,8703 -d Rigla_82102 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 102 ; 3031807 ; Цетрин таб. 10мг №20 ; 2001027067951 ; B2400736 ;28.02.2027; 82102/ПН-00023390 ;10.10.2024;10.10.2024; HOLD ; 18901148007519B2RLYIZSACM43 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314532549-001 ;01.10.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/42212994 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 042AC935-849D-4653-9664-77909971C243 ; 00000000135344 ; 00000000000504 ; 2024-10-11 05:29:48.370 ; 82A-0102SRV.apt.rigla.ru,8703 -d Rigla_82102 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 102 ; 110434 ; Трамицент спрей наз. 1,25% 15мл ; 2001027067791 ; 040824 ;31.07.2027; 82102/ПН-00023381 ;10.10.2024;10.10.2024; HOLD ; 046301793059011THT07VX2ZYS3 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314436343-001 ;01.10.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/42173350 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 2056ADFF-E2CC-4070-BB9E-469DE80947B3 ; 00000000135344 ; 00000000000504 ; 2024-10-11 05:29:48.027 ; 82A-0102SRV.apt.rigla.ru,8703 -d Rigla_82102 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 102 ; 111721 ; Пиаскледин капс. 300мг №60 ; 2001027067845 ; N209 ;31.03.2027; 82102/ПН-00023384 ;10.10.2024;10.10.2024; HOLD ; 03504105034887DW1CWMJ3JP0G0 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314445217-001 ;01.10.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/42176977 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; A956212C-8A3A-44F9-B51A-E4E34FE1F6A4 ; 00000000135344 ; 00000000000504 ; 2024-10-11 05:29:48.070 ; 82A-0102SRV.apt.rigla.ru,8703 -d Rigla_82102 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 102 ; 3243 ; Холисал гель 10г ; 2001027067944 ; 402141 ;28.02.2027; 82102/ПН-00023390 ;10.10.2024;10.10.2024; HOLD ; 059043984450210019E1DW5HAX3 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314532549-001 ;01.10.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/42212994 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; BA1728D0-964F-4846-AD64-AC2D6DD20444 ; 00000000135344 ; 00000000000504 ; 2024-10-11 05:29:48.370 ; 82A-0102SRV.apt.rigla.ru,8703 -d Rigla_82102 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 102 ; 915 ; Кетотифен таб. 1мг №30 ; 2001027067869 ; 104D24 ;30.04.2027; 82102/ПН-00023385 ;10.10.2024;10.10.2024; HOLD ; 03800010644457J5JLSCML85BXS ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314483069-001 ;01.10.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/42195494 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 39F6FCAE-B1D0-4C1D-86DD-1FA5554F4DB5 ; 00000000135344 ; 00000000000504 ; 2024-10-11 05:29:48.680 ; 82A-0102SRV.apt.rigla.ru,8703 -d Rigla_82102 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 102 ; 4472072 ; Тенотен для детей таб. №40 ; 2001027067753 ; 6380724-2 ;01.07.2027; 82102/ПН-00023380 ;10.10.2024;10.10.2024; HOLD ; 04607009582153b5aV6O3uruw4K ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314383805-001 ;01.10.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/42146480 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 1B4593EE-6BAF-4DFD-8131-7C961FB1757C ; 00000000135344 ; 00000000000504 ; 2024-10-11 05:29:48.430 ; 82A-0102SRV.apt.rigla.ru,8703 -d Rigla_82102 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 102 ; 130422 ; Урсодезоксихолевая кислота капс. 0,25 №100 ; 2001027067777 ; H80011 ;30.04.2027; 82102/ПН-00023380 ;10.10.2024;10.10.2024; HOLD ; 089060005734331EWD0YKNG396R ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314383805-001 ;01.10.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/42146480 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 2483CEFE-5F61-4ACF-9F84-3ECEB56B7DD4 ; 00000000135344 ; 00000000000504 ; 2024-10-11 05:29:48.430 ; 82A-0102SRV.apt.rigla.ru,8703 -d Rigla_82102 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 102 ; 135624 ; Синекод р-р для приема внутрь 1,5мг/мл 200мл ; 2001027067807 ; SE2C ;30.11.2026; 82102/ПН-00023382 ;10.10.2024;10.10.2024; HOLD ; 046070451922622BB79XF5S3S4A ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314434584-001 ;01.10.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/42172253 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 728D99D9-BF0C-43FB-9275-15933715EC1B ; 00000000135344 ; 00000000000504 ; 2024-10-11 05:29:48.167 ; 82A-0102SRV.apt.rigla.ru,8703 -d Rigla_82102 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 102 ; 135624 ; Синекод р-р для приема внутрь 1,5мг/мл 200мл ; 2001027067807 ; SE2C ;30.11.2026; 82102/ПН-00023382 ;10.10.2024;10.10.2024; HOLD ; 046070451922622W6SARAEHE1VV ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314434584-001 ;01.10.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/42172253 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 0AA2DF94-123B-4500-BC9C-E49485B3B534 ; 00000000135344 ; 00000000000504 ; 2024-10-11 05:29:48.167 ; 82A-0102SRV.apt.rigla.ru,8703 -d Rigla_82102 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 103 ; 4992257 ; Листата Мини таб. п/о плен. 60мг №80 ; 2001036686112 ; 561023 ;30.09.2025; 82103/ПН-00023227 ;06.10.2024;06.10.2024; HOLD ; 046600077058010000006279704 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 313651859-001 ;25.09.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/41956091 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; EC969F35-728F-49D7-8EC8-C573A425B749 ; 00000000135262 ; 00000000000504 ; 2024-10-11 05:30:37.100 ; 82A-0103SRV.apt.rigla.ru,8703 -d rigla_82103 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 103 ; 2774 ; Синупрет таб.п/о №50 ; 2001036692649 ; 0000200497 ;31.12.2026; 82103/ПН-00023243 ;08.10.2024;08.10.2024; HOLD ; 040297991034842069325646171 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 313989976-001 ;27.09.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/42040810 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 7B29364C-29C2-4F32-ADF1-D66EF6521883 ; 00000000135262 ; 00000000000504 ; 2024-10-11 05:30:37.203 ; 82A-0103SRV.apt.rigla.ru,8703 -d rigla_82103 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 103 ; 49979 ; Ретиналамин лиоф.пор. для ин. 5мг/мл 5мл №10 ; 2001036692991 ; 360524 ;31.05.2027; 82103/ПН-00023245 ;08.10.2024;08.10.2024; HOLD ; 046070083600286728368789256 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 313973117-001 ;27.09.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/42030375 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; A3234CCE-8A51-4451-BB28-5FD3F392C62D ; 00000000135262 ; 00000000000504 ; 2024-10-11 05:30:37.340 ; 82A-0103SRV.apt.rigla.ru,8703 -d rigla_82103 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 103 ; 15179 ; Инсулин НовоРапид ФлексПен шприц-ручка р-р для ин. 100ЕД/мл 3мл №5 ; 2001036686136 ; 0620424 ;30.09.2026; 82103/ПН-00023229 ;06.10.2024;06.10.2024; HOLD ; 057122491085572720447689863 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 313594946-001 ;25.09.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/41941328 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; DD2A2885-F29B-4153-B5DB-3E39CD0EB31F ; 00000000135262 ; 00000000000504 ; 2024-10-11 05:30:37.203 ; 82A-0103SRV.apt.rigla.ru,8703 -d rigla_82103 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 103 ; 99105 ; Арбидол Максимум капс. 200мг №10 ; 2001036686105 ; 1231023 ;01.11.2025; 82103/ПН-00023226 ;06.10.2024;06.10.2024; HOLD ; 04601669008053PBsYremrvOLK2 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 313576345-001 ;25.09.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/41930774 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; BE9DF9EE-1095-4E88-A993-1B194DAD7888 ; 00000000135262 ; 00000000000504 ; 2024-10-11 05:30:37.083 ; 82A-0103SRV.apt.rigla.ru,8703 -d rigla_82103 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 110 ; 86989 ; Карсил форте капс. 90мг №30 ; 2001105674941 ; 64P23 ;30.11.2026; 82110/ПН-00022935 ;08.10.2024;08.10.2024; HOLD ; 038000106437646QKBI1TNRYF0X ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314195974-001 ;30.09.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/42091917 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 9558A6BE-9F8C-43E3-8FE6-79A18287DE64 ; 00000000135267 ; 00000000000504 ; 2024-10-11 05:30:21.323 ; 82A-0110SRV.apt.rigla.ru,8703 -d Rigla_82110 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 110 ; 86989 ; Карсил форте капс. 90мг №30 ; 2001105674941 ; 64P23 ;30.11.2026; 82110/ПН-00022935 ;08.10.2024;08.10.2024; HOLD ; 038000106437646V2LFR8IE73KF ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314195974-001 ;30.09.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/42091917 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 2E531D81-1B25-4C29-BDAE-FA77E9E40DE3 ; 00000000135267 ; 00000000000504 ; 2024-10-11 05:30:21.323 ; 82A-0110SRV.apt.rigla.ru,8703 -d Rigla_82110 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 110 ; 86989 ; Карсил форте капс. 90мг №30 ; 2001105674941 ; 64P23 ;30.11.2026; 82110/ПН-00022935 ;08.10.2024;08.10.2024; HOLD ; 038000106437646QHZQXU1XTF0Q ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314195974-001 ;30.09.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/42091917 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; E4CF5020-660F-48CD-9D02-73435FC4BADA ; 00000000135267 ; 00000000000504 ; 2024-10-11 05:30:21.323 ; 82A-0110SRV.apt.rigla.ru,8703 -d Rigla_82110 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 167 ; 58583 ; Ко-Перинева таб. 1,25мг+4мг №30 ; 2001674914424 ; 26871223 ;01.12.2026; 82167/ПН-00022025 ;09.10.2024;09.10.2024; HOLD ; 04610017702963004755Z4AD6FT ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314235937-001 ;30.09.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/42101926 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; D0CA111D-16C0-40E7-9CBD-86CF2C7D42B6 ; 00000000313763 ; 00000000000504 ; 2024-10-11 05:32:49.483 ; 82A-0167SRV.apt.rigla.ru,8703 -d Rigla_82167 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 167 ; 128072 ; Ферромальт капли для приема внутрь 0,05/мл 30мл ; 2001674914387 ; 100824 ;01.08.2027; 82167/ПН-00022022 ;09.10.2024;09.10.2024; HOLD ; 04605180008134BGRbShxF3lXbP ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314285805-001 ;30.09.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/42112385 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 4FB46E30-CF71-4C6A-A181-DBE76D20384B ; 00000000313763 ; 00000000000504 ; 2024-10-11 05:32:49.413 ; 82A-0167SRV.apt.rigla.ru,8703 -d Rigla_82167 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 167 ; 9292 ; Омник Окас таб.п/о 0,4мг №30 ; 2001674914431 ; 430424 ;31.10.2026; 82167/ПН-00022026 ;09.10.2024;09.10.2024; HOLD ; 046500753605760AC6uu3kUyJnd ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314250338-001 ;30.09.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/42105458 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 0CC3BB1C-1434-414F-AE4D-BAEAC724C7A4 ; 00000000313763 ; 00000000000504 ; 2024-10-11 05:32:49.357 ; 82A-0167SRV.apt.rigla.ru,8703 -d Rigla_82167 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 142 ; 113132 ; Фосфоглив капс. 65мг+35мг №96 ; 2001424743120 ; 690524 ;30.04.2027; 92142/ПН-00022748 ;07.10.2024;03.10.2024; HOLD ; 04601669014832czdVxDGKFZZqE ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 313588324-001 ;25.09.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/41937214 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 7A6125AA-00F1-4775-BAC6-62BD25790F98 ; 00000000135335 ; 00000000000504 ; 2024-10-11 05:33:35.530 ; 92A-0142SRV.apt.rigla.ru,8703 -d Rigla_92142 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 148 ; 111493 ; Трилактан капли гл. 0,005% 2,5мл №3 ; 2001488020045 ; 060723 ;30.06.2026; 92148/ПН-00030795 ;07.10.2024;07.10.2024; HOLD ; 04670028220849TGHHCSPPENYG3 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 313058109-001 ;23.09.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/41776881 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; F9A4A50C-DC35-410E-9073-063B54EE1850 ; 00000000159945 ; 00000000000504 ; 2024-10-11 05:32:41.487 ; 92A-0148SRV.apt.rigla.ru,8703 -d Rigla_92148 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 148 ; 2300 ; Салофальк таб.п/о 500мг №100 ; 2001488027440 ; L24022A ;31.01.2027; 92148/ПН-00030862 ;10.10.2024;10.10.2024; HOLD ; 04032717992893P902778989318 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314394504-001 ;01.10.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/42151479 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 918CC149-B563-4445-8460-70FBB45B2D20 ; 00000000159945 ; 00000000000504 ; 2024-10-11 05:32:41.487 ; 92A-0148SRV.apt.rigla.ru,8703 -d Rigla_92148 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 148 ; 2300 ; Салофальк таб.п/о 500мг №100 ; 2001488027440 ; L24022A ;31.01.2027; 92148/ПН-00030862 ;10.10.2024;10.10.2024; HOLD ; 04032717992893P902640800597 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314394504-001 ;01.10.2024; Протек-30, Краснодар ; OK ; OK ; protek.ru/42151479 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 16D4AE04-0B09-4025-A49F-DB7F1DDC3556 ; 00000000159945 ; 00000000000504 ; 2024-10-11 05:32:41.487 ; 92A-0148SRV.apt.rigla.ru,8703 -d Rigla_92148 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 211 ; 113131 ; Канефрон Н таб.п/о №120 ; 2002111398791 ; 0000204686 ;30.04.2027; 92211/ПН-00003030 ;10.10.2024;10.10.2024; HOLD ; 040297991602652020794132408 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314351007-001 ;01.10.2024;  Протек-30, Краснодар          ; OK ; OK ; protek.ru/42134921 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 8EC151F4-2FAB-45AF-99B3-44D8AB6E2905 ; 00000000517475 ; 00000000000504 ; 2024-10-11 05:33:58.410 ; 92A-0211SRV.apt.rigla.ru,8703 -d Rigla_92211 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 211 ; 108957 ; Мельдоний капс. 250мг №40 ; 2002111398760 ; 30424 ;31.03.2027; 92211/ПН-00003029 ;10.10.2024;10.10.2024; HOLD ; 0460250902038984DMNNXKi0A2m ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314472572-001 ;01.10.2024;  Протек-30, Краснодар          ; OK ; OK ; protek.ru/42188242 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 94429F53-64AF-4B87-BAD2-565AF0B7F127 ; 00000000517475 ; 00000000000504 ; 2024-10-11 05:33:58.520 ; 92A-0211SRV.apt.rigla.ru,8703 -d Rigla_92211 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 211 ; 113131 ; Канефрон Н таб.п/о №120 ; 2002111398791 ; 0000204686 ;30.04.2027; 92211/ПН-00003030 ;10.10.2024;10.10.2024; HOLD ; 040297991602652067075248720 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314351007-001 ;01.10.2024;  Протек-30, Краснодар          ; OK ; OK ; protek.ru/42134921 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; BFB14BF5-B01F-4377-A5C3-5FBFD414CC06 ; 00000000517475 ; 00000000000504 ; 2024-10-11 05:33:58.410 ; 92A-0211SRV.apt.rigla.ru,8703 -d Rigla_92211 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 211 ; 104075 ; Гевискон мята таб.жев. №48 ; 2002111398937 ; AGB955 ;01.01.2026; 92211/ПН-00003033 ;10.10.2024;10.10.2024; HOLD ; 0500015807146964G2R7VTV1CXD ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314620415-001 ;01.10.2024;  Протек-30, Краснодар          ; OK ; OK ; protek.ru/42230479 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 36614AF2-1758-4E3E-B5F1-98C6486C3E79 ; 00000000517475 ; 00000000000504 ; 2024-10-11 05:33:58.457 ; 92A-0211SRV.apt.rigla.ru,8703 -d Rigla_92211 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 222 ; 106933 ; Креон 10000 капс.киш.раст. №50 ; 2002220858353 ; 360724 ;31.05.2026; 92222/ПН-00001371 ;10.10.2024;10.10.2024; HOLD ; 046200115837279535099926977 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314360947-001 ;01.10.2024;  Протек-30, Краснодар          ; OK ; OK ; protek.ru/42138638 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 5C0D552B-1323-4E9A-99AE-D8AF0B4A8624 ; 00000000528195 ; 00000000000504 ; 2024-10-11 05:34:01.243 ; 92A-0222SRV.apt.rigla.ru,8703 -d Rigla_92222 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ростов_ООО ""Будь здоров!"" "; рндАпт 222 ; 27447 ; Креон 40000 капс.киш.раст. №50 ; 2002220858360 ; 64774 ;28.02.2027; 92222/ПН-00001371 ;10.10.2024;10.10.2024; HOLD ; 080026600193947201013159466 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314360947-001 ;01.10.2024;  Протек-30, Краснодар          ; OK ; OK ; protek.ru/42138638 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; EC71F8D6-2053-4C73-864D-AB1187A34628 ; 00000000528195 ; 00000000000504 ; 2024-10-11 05:34:01.243 ; 92A-0222SRV.apt.rigla.ru,8703 -d Rigla_92222 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Сыктывкар_ООО ""Ригла"" "; сктАпт31100 ; 140441 ; Квинсента р-р для п/к введ. 0,25/0,5/1 мг/доза шприц-ручка 3мл №1 с иглами №9 ; 2002005009109 ; 0040624A008 ;30.06.2027; 11500/ПН-00008191 ;10.10.2024;06.10.2024; HOLD ; 04607069225281sjoXZDJWf2ql6 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314434503-001 ;02.10.2024; Протек-10, Сыктывкар ; OK ; OK ; protek.ru/42172185 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 3E48DA97-727F-463F-8BDC-EDB06474817F ; 00000000138749 ; 00000000477464 ; 2024-10-11 05:33:54.913 ; 11A-31100SRV.apt.rigla.ru,8703 -d Rigla_31100 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Сыктывкар_ООО ""Ригла"" "; сктАпт31112 ; 109969 ; Розувастатин-Вертекс таб.п/о плен. 5мг №30 ; 2002127164366 ; Р1400324 ;01.01.2026; 11112/ПН-00023249 ;10.10.2024;10.10.2024; HOLD ; 04670033320329CKFEJ33VGNI8A ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315798483-001 ;10.10.2024; Протек-10, Сыктывкар ; OK ; OK ; protek.ru/42596341 ; OK ; NULL ;нет дополнительной информации; 9B1C6FE6-D4D4-47AC-B32F-83C102A60C3F ; 00000000139633 ; 00000000477464 ; 2024-10-11 05:34:51.137 ; 11A-31112SRV.apt.rigla.ru,8703 -d Rigla_31112 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Сыктывкар_ООО ""Ригла"" "; сктАпт3151 ; 111941 ; Азитромицин Авексима таб.п/о 500мг №3 ; 2000510673266 ; 220724 ;31.07.2027; 11151/ПН-00016112 ;08.10.2024;08.10.2024; HOLD ; 046032760131615891QPTBZI47S ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 313758931-001 ;27.09.2024; Протек-10, Сыктывкар ; OK ; OK ; protek.ru/41976445 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 28C67E05-90FF-4A00-9C3E-B873184C3F47 ; 00000000139416 ; 00000000477464 ; 2024-10-11 05:36:06.133 ; 11A-3151SRV.apt.rigla.ru,8703 -d Rigla_3151 -U sa -P efarma2 ; 29 ; ЛС ; NULL
